id_kit,timestamp,VWC_20cm_%,VWC_40cm_%,T_soil_C,SWT_20cm_cBar,SWT_40cm_cBar,temperatura_ambiente
KIT_001,2026-06-19 05:07:00,34.89,41.04,24.32,3.62,3.17,25.63
KIT_001,2026-06-19 05:08:00,35.84,40.34,24.44,3.75,3.63,26.0
KIT_001,2026-06-19 05:09:00,35.19,40.81,24.88,4.1,3.53,25.39
KIT_001,2026-06-19 05:10:00,35.64,40.67,24.46,3.65,3.65,25.14
KIT_001,2026-06-19 05:11:00,36.27,40.57,23.94,4.35,3.96,25.56
KIT_001,2026-06-19 05:12:00,35.22,40.93,24.45,3.67,3.77,25.69
KIT_001,2026-06-19 05:13:00,34.64,40.92,24.51,4.62,3.93,25.69
KIT_001,2026-06-19 05:14:00,35.43,40.37,24.0,4.43,3.8,25.35
KIT_001,2026-06-19 05:15:00,35.91,40.6,24.83,3.99,3.55,25.34
KIT_001,2026-06-19 05:16:00,36.21,40.73,24.46,3.49,3.33,25.78
KIT_001,2026-06-19 05:17:00,35.09,40.56,24.71,3.85,3.59,26.1
KIT_001,2026-06-19 05:18:00,35.69,40.81,24.63,3.72,3.5,26.2
KIT_001,2026-06-19 05:19:00,35.36,40.71,24.46,3.45,3.65,26.59
KIT_001,2026-06-19 05:20:00,35.48,41.17,24.55,3.8,3.33,26.21
KIT_001,2026-06-19 05:21:00,36.44,40.16,24.61,3.47,3.24,25.95
KIT_001,2026-06-19 05:22:00,34.99,40.58,25.06,3.46,3.21,26.83
KIT_001,2026-06-19 05:23:00,35.6,40.34,24.85,3.54,2.98,26.69
KIT_001,2026-06-19 05:24:00,35.67,40.8,24.78,3.49,3.6,26.73
KIT_001,2026-06-19 05:25:00,35.89,40.15,24.7,4.2,3.54,26.86
KIT_001,2026-06-19 05:26:00,35.54,40.75,25.13,3.59,2.98,27.0
KIT_001,2026-06-19 05:27:00,35.61,40.47,25.19,3.88,3.51,26.7
KIT_001,2026-06-19 05:28:00,35.36,40.45,25.14,3.85,2.87,27.02
KIT_001,2026-06-19 05:29:00,35.59,40.25,25.0,3.95,3.61,26.88
KIT_001,2026-06-19 05:30:00,35.38,40.55,24.97,4.01,3.21,26.59
KIT_001,2026-06-19 05:31:00,35.71,41.03,24.67,4.17,3.5,26.71
KIT_001,2026-06-19 05:32:00,35.36,40.71,24.87,4.06,2.95,26.94
KIT_001,2026-06-19 05:33:00,35.62,40.92,24.78,4.1,3.16,26.63
KIT_001,2026-06-19 05:34:00,35.48,41.22,24.51,4.04,3.58,26.91
KIT_001,2026-06-19 05:35:00,35.89,40.8,25.04,3.99,3.28,26.62
KIT_001,2026-06-19 05:36:00,35.48,40.55,24.64,3.78,3.25,26.56
KIT_001,2026-06-19 05:37:00,34.88,40.85,24.98,3.98,3.81,26.72
KIT_001,2026-06-19 05:38:00,35.95,40.54,24.87,4.05,4.01,26.33
KIT_001,2026-06-19 05:39:00,35.19,40.55,24.76,4.08,3.69,26.15
KIT_001,2026-06-19 05:40:00,35.28,40.24,24.72,4.02,3.19,26.0
KIT_001,2026-06-19 05:41:00,35.31,40.97,24.43,3.9,3.9,25.87
KIT_001,2026-06-19 05:42:00,36.0,40.57,24.88,3.94,3.07,25.87
KIT_001,2026-06-19 05:43:00,34.77,40.73,24.47,3.8,3.38,26.02
KIT_001,2026-06-19 05:44:00,36.63,40.36,24.54,4.02,3.49,25.58
KIT_001,2026-06-19 05:45:00,35.9,40.8,24.36,3.89,3.98,25.61
KIT_001,2026-06-19 05:46:00,35.62,40.44,24.32,4.0,3.75,26.15
KIT_001,2026-06-19 05:47:00,35.53,40.62,24.62,4.21,3.42,25.74
KIT_001,2026-06-19 05:48:00,35.65,40.92,24.58,3.79,3.32,25.98
KIT_001,2026-06-19 05:49:00,35.74,40.89,24.4,4.12,3.82,25.83
KIT_001,2026-06-19 05:50:00,35.79,40.64,24.28,3.98,3.46,25.61
KIT_001,2026-06-19 05:51:00,35.77,40.11,24.33,4.49,3.67,26.13
KIT_001,2026-06-19 05:52:00,35.61,41.53,24.84,3.93,3.29,26.41
KIT_001,2026-06-19 05:53:00,35.52,41.15,24.5,4.16,3.79,26.16
KIT_001,2026-06-19 05:54:00,35.51,40.84,24.52,4.02,3.77,25.74
KIT_001,2026-06-19 05:55:00,35.47,40.39,24.85,3.69,3.34,26.08
KIT_001,2026-06-19 05:56:00,35.91,40.57,24.31,3.93,3.91,25.8
KIT_001,2026-06-19 05:57:00,35.7,40.43,24.36,4.3,3.79,25.27
KIT_001,2026-06-19 05:58:00,34.44,40.96,24.33,4.0,3.84,25.84
KIT_001,2026-06-19 05:59:00,35.67,40.65,24.78,3.57,3.56,25.92
KIT_001,2026-06-19 06:00:00,35.48,40.33,24.82,4.14,3.7,26.03
KIT_001,2026-06-19 06:01:00,35.38,40.42,24.55,3.9,3.67,26.11
KIT_001,2026-06-19 06:02:00,35.23,40.89,24.52,4.23,3.62,25.77
KIT_001,2026-06-19 06:03:00,35.73,41.02,24.22,4.61,3.7,25.77
KIT_001,2026-06-19 06:04:00,35.65,40.99,24.69,4.42,3.96,25.13
KIT_001,2026-06-19 06:05:00,35.02,40.76,24.32,4.61,3.9,25.77
KIT_001,2026-06-19 06:06:00,35.41,40.45,24.4,4.09,3.32,25.6
KIT_001,2026-06-19 06:07:00,34.91,39.55,24.17,4.2,3.85,25.1
KIT_001,2026-06-19 06:08:00,34.74,40.6,24.1,3.98,3.89,25.28
KIT_001,2026-06-19 06:09:00,34.98,40.51,24.45,4.07,3.54,25.16
KIT_001,2026-06-19 06:10:00,35.48,40.55,24.19,4.02,3.69,25.3
KIT_001,2026-06-19 06:11:00,35.49,40.52,24.33,3.93,3.67,24.81
KIT_001,2026-06-19 06:12:00,35.31,40.1,24.06,4.6,3.32,24.57
KIT_001,2026-06-19 06:13:00,35.36,40.66,23.8,3.74,3.42,24.55
KIT_001,2026-06-19 06:14:00,35.29,40.69,23.87,4.66,3.71,24.94
KIT_001,2026-06-19 06:15:00,34.88,40.71,24.02,4.69,3.4,24.27
KIT_001,2026-06-19 06:16:00,35.25,40.8,23.88,4.56,3.76,24.05
KIT_001,2026-06-19 06:17:00,35.37,40.71,23.8,4.22,3.85,25.06
KIT_001,2026-06-19 06:18:00,35.35,40.41,24.28,4.16,3.81,24.95
KIT_001,2026-06-19 06:19:00,35.5,40.52,23.94,4.48,4.01,24.93
KIT_001,2026-06-19 06:20:00,35.32,40.58,24.09,4.84,3.5,24.64
KIT_001,2026-06-19 06:21:00,35.19,40.59,24.13,4.74,3.56,24.59
KIT_001,2026-06-19 06:22:00,35.44,40.87,23.97,4.54,3.6,24.9
KIT_001,2026-06-19 06:23:00,35.05,40.77,24.39,5.15,3.5,25.19
KIT_001,2026-06-19 06:24:00,34.75,41.2,23.89,5.25,3.65,25.01
KIT_001,2026-06-19 06:25:00,35.0,41.24,24.19,4.74,3.08,25.43
KIT_001,2026-06-19 06:26:00,34.8,40.59,24.2,4.79,3.56,25.02
KIT_001,2026-06-19 06:27:00,34.82,39.42,24.16,4.35,3.16,25.18
KIT_001,2026-06-19 06:28:00,35.0,40.94,23.93,4.6,3.25,25.54
KIT_001,2026-06-19 06:29:00,34.78,40.4,24.38,4.8,3.67,25.33
KIT_001,2026-06-19 06:30:00,34.95,40.32,24.37,4.72,3.44,25.39
KIT_001,2026-06-19 06:31:00,34.39,40.44,24.1,4.48,3.65,25.37
KIT_001,2026-06-19 06:32:00,35.13,40.42,24.39,4.5,3.42,25.38
KIT_001,2026-06-19 06:33:00,35.05,40.73,24.34,4.43,3.75,25.73
KIT_001,2026-06-19 06:34:00,34.77,40.06,23.96,4.47,3.46,25.63
KIT_001,2026-06-19 06:35:00,35.29,40.19,23.99,4.64,3.08,25.44
KIT_001,2026-06-19 06:36:00,35.39,40.6,24.34,4.04,3.67,25.1
KIT_001,2026-06-19 06:37:00,34.5,40.66,24.12,4.51,3.12,25.08
KIT_001,2026-06-19 06:38:00,34.8,40.65,23.89,4.62,3.35,25.4
KIT_001,2026-06-19 06:39:00,34.8,40.21,23.78,4.39,3.54,24.52
KIT_001,2026-06-19 06:40:00,34.75,40.13,23.8,4.41,3.56,25.22
KIT_001,2026-06-19 06:41:00,35.37,40.25,23.76,4.41,3.73,24.65
KIT_001,2026-06-19 06:42:00,35.02,40.46,23.62,4.4,3.65,24.45
KIT_001,2026-06-19 06:43:00,35.0,40.82,23.39,4.52,3.61,24.61
KIT_001,2026-06-19 06:44:00,34.39,39.76,24.0,4.53,4.32,23.94
KIT_001,2026-06-19 06:45:00,35.31,40.31,23.99,3.95,3.75,24.88
KIT_001,2026-06-19 06:46:00,34.65,39.98,23.57,4.62,3.34,25.08
KIT_001,2026-06-19 06:47:00,35.1,39.89,23.88,4.37,3.78,24.97
KIT_001,2026-06-19 06:48:00,35.18,40.68,23.69,4.9,3.57,24.25
KIT_001,2026-06-19 06:49:00,35.55,40.55,23.85,4.1,3.61,25.05
KIT_001,2026-06-19 06:50:00,34.62,40.53,23.86,4.16,3.98,25.35
KIT_001,2026-06-19 06:51:00,34.02,40.67,23.87,4.31,3.67,25.4
KIT_001,2026-06-19 06:52:00,35.14,40.25,24.38,4.44,3.47,24.74
KIT_001,2026-06-19 06:53:00,35.7,40.27,23.92,3.83,3.85,25.43
KIT_001,2026-06-19 06:54:00,35.49,41.06,23.73,4.15,4.06,25.33
KIT_001,2026-06-19 06:55:00,35.11,40.34,23.62,4.54,3.93,24.59
KIT_001,2026-06-19 06:56:00,34.84,40.64,23.86,4.19,3.21,23.92
KIT_001,2026-06-19 06:57:00,35.28,40.43,23.2,4.81,3.57,24.2
KIT_001,2026-06-19 06:58:00,34.64,39.88,23.26,4.39,3.89,23.96
KIT_001,2026-06-19 06:59:00,35.13,39.83,23.59,4.32,3.85,23.36
KIT_001,2026-06-19 07:00:00,35.12,40.28,23.23,4.73,3.85,22.8
KIT_001,2026-06-19 07:01:00,35.3,40.77,23.1,5.02,3.72,23.05
KIT_001,2026-06-19 07:02:00,35.87,40.7,23.37,4.76,3.64,22.31
KIT_001,2026-06-19 07:03:00,35.03,40.74,22.87,5.01,4.52,22.31
KIT_001,2026-06-19 07:04:00,34.71,40.17,22.75,5.1,4.0,22.79
KIT_001,2026-06-19 07:05:00,34.88,40.94,22.91,4.44,4.12,22.19
KIT_001,2026-06-19 07:06:00,34.27,40.17,22.81,4.89,3.93,23.03
KIT_001,2026-06-19 07:07:00,34.64,40.51,23.36,4.27,3.91,22.95
KIT_001,2026-06-19 07:08:00,34.74,40.44,23.29,4.75,3.85,23.16
KIT_001,2026-06-19 07:09:00,34.7,40.39,23.48,4.61,3.55,23.53
KIT_001,2026-06-19 07:10:00,34.94,40.84,23.57,4.93,3.42,23.41
KIT_001,2026-06-19 07:11:00,34.59,40.22,23.31,4.9,3.87,23.5
KIT_001,2026-06-19 07:12:00,35.27,40.02,23.28,4.74,3.79,23.55
KIT_001,2026-06-19 07:13:00,34.88,40.43,23.53,4.66,3.94,24.5
KIT_001,2026-06-19 07:14:00,34.88,40.31,23.33,4.73,3.87,24.03
KIT_001,2026-06-19 07:15:00,34.77,41.46,23.51,4.63,3.46,24.19
KIT_001,2026-06-19 07:16:00,34.94,40.66,23.67,4.62,3.92,23.86
KIT_001,2026-06-19 07:17:00,35.18,40.35,23.38,5.01,3.81,23.62
KIT_001,2026-06-19 07:18:00,34.59,40.17,23.41,5.05,3.76,24.0
KIT_001,2026-06-19 07:19:00,34.67,39.94,23.33,4.64,4.13,23.84
KIT_001,2026-06-19 07:20:00,34.79,40.21,23.48,4.75,4.05,23.63
KIT_001,2026-06-19 07:21:00,34.43,40.57,23.15,4.72,3.69,23.69
KIT_001,2026-06-19 07:22:00,34.62,40.97,22.81,4.31,3.64,23.3
KIT_001,2026-06-19 07:23:00,34.74,40.9,23.31,4.65,3.74,23.74
KIT_001,2026-06-19 07:24:00,35.21,40.63,23.39,5.18,3.31,23.75
KIT_001,2026-06-19 07:25:00,35.0,40.46,23.26,4.64,3.3,23.56
KIT_001,2026-06-19 07:26:00,34.97,40.64,23.02,5.41,3.6,23.23
KIT_001,2026-06-19 07:27:00,35.2,40.4,22.9,5.22,3.2,23.29
KIT_001,2026-06-19 07:28:00,34.85,41.08,23.2,5.08,3.55,23.61
KIT_001,2026-06-19 07:29:00,35.03,40.5,23.1,5.17,3.43,23.49
KIT_001,2026-06-19 07:30:00,34.86,40.53,23.03,4.85,3.16,23.62
KIT_001,2026-06-19 07:31:00,34.99,39.9,23.39,5.06,3.36,22.87
KIT_001,2026-06-19 07:32:00,34.69,40.5,22.81,5.54,3.67,22.8
KIT_001,2026-06-19 07:33:00,34.04,40.81,23.34,5.08,3.35,23.0
KIT_001,2026-06-19 07:34:00,34.84,40.23,22.98,5.43,3.35,23.07
KIT_001,2026-06-19 07:35:00,35.37,40.32,22.6,4.75,3.42,22.93
KIT_001,2026-06-19 07:36:00,35.19,40.77,22.93,4.73,3.45,22.87
KIT_001,2026-06-19 07:37:00,35.2,40.09,23.15,5.44,3.26,23.29
KIT_001,2026-06-19 07:38:00,35.28,40.84,22.88,4.89,3.43,22.95
KIT_001,2026-06-19 07:39:00,34.87,40.35,22.66,4.69,3.08,22.66
KIT_001,2026-06-19 07:40:00,34.9,40.39,22.91,5.1,3.14,22.69
KIT_001,2026-06-19 07:41:00,34.61,40.16,22.77,5.01,3.18,23.03
KIT_001,2026-06-19 07:42:00,34.71,40.6,23.03,4.86,3.47,23.72
KIT_001,2026-06-19 07:43:00,35.03,41.22,23.08,4.42,3.39,22.72
KIT_001,2026-06-19 07:44:00,35.24,40.71,22.65,4.48,3.33,22.73
KIT_001,2026-06-19 07:45:00,34.77,40.2,22.65,4.61,3.54,23.25
KIT_001,2026-06-19 07:46:00,34.67,40.8,22.88,4.69,3.47,22.36
KIT_001,2026-06-19 07:47:00,34.83,40.35,22.49,4.38,3.32,22.44
KIT_001,2026-06-19 07:48:00,35.05,40.85,22.38,4.54,3.14,22.63
KIT_001,2026-06-19 07:49:00,34.34,40.67,22.29,4.55,3.21,21.76
KIT_001,2026-06-19 07:50:00,34.05,39.54,22.53,4.79,3.05,21.76
KIT_001,2026-06-19 07:51:00,34.67,40.11,22.46,4.64,3.47,21.56
KIT_001,2026-06-19 07:52:00,34.44,40.69,22.19,4.07,3.22,21.14
KIT_001,2026-06-19 07:53:00,34.69,40.45,22.26,4.38,3.33,21.75
KIT_001,2026-06-19 07:54:00,34.82,40.09,22.59,4.28,3.46,21.3
KIT_001,2026-06-19 07:55:00,34.71,40.2,22.12,4.73,3.79,21.31
KIT_001,2026-06-19 07:56:00,35.37,39.81,21.96,4.9,3.8,21.51
KIT_001,2026-06-19 07:57:00,34.97,40.35,22.47,4.78,3.59,21.94
KIT_001,2026-06-19 07:58:00,34.96,41.04,22.38,4.76,3.96,21.83
KIT_001,2026-06-19 07:59:00,35.07,40.61,22.29,4.93,3.17,21.69
KIT_001,2026-06-19 08:00:00,34.45,41.02,22.59,5.04,4.19,22.08
KIT_001,2026-06-19 08:01:00,35.21,40.62,22.66,4.91,3.93,22.27
KIT_001,2026-06-19 08:02:00,34.82,40.66,22.08,4.85,3.82,22.15
KIT_001,2026-06-19 08:03:00,35.07,40.94,22.42,4.72,3.61,22.19
KIT_001,2026-06-19 08:04:00,34.47,40.46,23.01,5.5,3.72,22.51
KIT_001,2026-06-19 08:05:00,34.3,40.3,22.67,5.27,3.99,22.22
KIT_001,2026-06-19 08:06:00,35.13,40.66,22.69,5.19,4.0,22.68
KIT_001,2026-06-19 08:07:00,34.98,40.79,22.78,5.37,4.01,22.1
KIT_001,2026-06-19 08:08:00,34.53,40.21,22.55,4.7,3.67,22.11
KIT_001,2026-06-19 08:09:00,34.55,40.14,22.71,4.53,3.62,22.09
KIT_001,2026-06-19 08:10:00,35.25,40.4,22.69,5.02,3.91,22.27
KIT_001,2026-06-19 08:11:00,34.44,40.61,22.66,4.95,4.05,22.34
KIT_001,2026-06-19 08:12:00,35.43,40.6,22.49,4.4,3.87,22.02
KIT_001,2026-06-19 08:13:00,34.54,39.93,22.58,4.88,4.24,22.39
KIT_001,2026-06-19 08:14:00,35.09,40.93,22.44,4.67,3.85,22.55
KIT_001,2026-06-19 08:15:00,34.76,40.16,22.58,4.55,3.8,22.09
KIT_001,2026-06-19 08:16:00,35.09,40.27,22.35,4.64,3.94,22.37
KIT_001,2026-06-19 08:17:00,34.7,40.07,22.44,4.1,4.04,22.69
KIT_001,2026-06-19 08:18:00,34.84,41.14,22.55,4.54,3.37,22.32
KIT_001,2026-06-19 08:19:00,34.92,40.4,22.43,4.49,3.39,22.56
KIT_001,2026-06-19 08:20:00,34.56,40.07,22.53,4.78,3.56,22.96
KIT_001,2026-06-19 08:21:00,35.18,40.58,22.61,4.58,4.4,23.18
KIT_001,2026-06-19 08:22:00,34.74,40.55,22.74,4.76,3.51,22.89
KIT_001,2026-06-19 08:23:00,34.85,40.25,22.86,3.94,3.51,22.78
KIT_001,2026-06-19 08:24:00,34.58,40.55,22.51,4.42,3.75,22.55
KIT_001,2026-06-19 08:25:00,34.02,40.05,22.81,4.82,3.89,22.74
KIT_001,2026-06-19 08:26:00,34.85,40.14,22.66,4.65,3.74,22.64
KIT_001,2026-06-19 08:27:00,35.75,39.67,22.51,4.99,4.04,21.92
KIT_001,2026-06-19 08:28:00,35.18,39.87,22.38,4.37,3.5,22.28
KIT_001,2026-06-19 08:29:00,34.89,40.8,22.34,5.06,3.66,21.74
KIT_001,2026-06-19 08:30:00,34.8,40.75,22.45,4.76,4.19,21.52
KIT_001,2026-06-19 08:31:00,34.9,40.27,22.39,4.79,3.96,21.54
KIT_001,2026-06-19 08:32:00,35.08,40.74,22.35,5.27,3.69,21.68
KIT_001,2026-06-19 08:33:00,34.47,40.18,22.03,5.36,3.73,21.35
KIT_001,2026-06-19 08:34:00,35.26,40.16,22.11,5.3,3.83,21.3
KIT_001,2026-06-19 08:35:00,35.12,40.25,22.24,5.52,4.01,21.27
KIT_001,2026-06-19 08:36:00,35.11,40.2,21.83,5.29,4.1,21.26
KIT_001,2026-06-19 08:37:00,35.01,40.17,21.87,4.75,3.87,21.07
KIT_001,2026-06-19 08:38:00,34.85,40.58,21.91,4.95,4.03,21.21
KIT_001,2026-06-19 08:39:00,35.07,40.28,22.07,4.79,3.79,20.84
KIT_001,2026-06-19 08:40:00,35.04,40.45,22.05,5.36,4.18,21.12
KIT_001,2026-06-19 08:41:00,34.7,40.55,21.8,5.1,4.49,21.13
KIT_001,2026-06-19 08:42:00,34.62,40.36,21.52,4.74,3.73,21.05
KIT_001,2026-06-19 08:43:00,34.85,39.95,21.85,4.98,3.92,21.02
KIT_001,2026-06-19 08:44:00,35.36,39.83,21.61,4.5,3.92,20.94
KIT_001,2026-06-19 08:45:00,34.39,40.27,21.49,4.93,3.87,21.11
KIT_001,2026-06-19 08:46:00,34.31,40.16,21.52,4.68,4.02,20.24
KIT_001,2026-06-19 08:47:00,34.89,40.23,21.83,4.55,3.99,21.02
KIT_001,2026-06-19 08:48:00,34.85,40.2,22.03,5.22,3.77,21.29
KIT_001,2026-06-19 08:49:00,34.9,40.97,21.76,5.31,4.24,20.64
KIT_001,2026-06-19 08:50:00,34.93,39.78,21.79,5.25,3.98,20.6
KIT_001,2026-06-19 08:51:00,34.77,39.58,21.97,5.14,3.85,21.1
KIT_001,2026-06-19 08:52:00,35.38,40.27,21.42,4.92,4.57,20.54
KIT_001,2026-06-19 08:53:00,34.3,40.05,21.82,5.0,3.95,20.6
KIT_001,2026-06-19 08:54:00,34.58,40.26,21.74,5.01,4.06,20.88
KIT_001,2026-06-19 08:55:00,34.84,40.35,21.87,5.16,4.06,20.7
KIT_001,2026-06-19 08:56:00,34.3,40.57,21.68,5.45,4.0,21.19
KIT_001,2026-06-19 08:57:00,34.82,39.74,21.64,5.41,4.17,20.84
KIT_001,2026-06-19 08:58:00,35.47,40.03,21.85,4.69,3.86,21.19
KIT_001,2026-06-19 08:59:00,34.9,40.34,22.17,4.89,4.24,21.24
KIT_001,2026-06-19 09:00:00,34.98,40.45,22.03,4.85,3.67,21.65
KIT_001,2026-06-19 09:01:00,34.47,40.88,21.78,4.36,3.81,21.59
KIT_001,2026-06-19 09:02:00,34.7,40.52,21.63,5.1,4.61,21.23
KIT_001,2026-06-19 09:03:00,34.79,40.22,21.58,4.86,3.86,21.11
KIT_001,2026-06-19 09:04:00,34.81,39.98,22.15,4.86,3.66,21.58
KIT_001,2026-06-19 09:05:00,35.37,40.09,21.67,5.19,3.82,21.14
KIT_001,2026-06-19 09:06:00,35.12,40.1,21.77,4.85,4.54,21.16
KIT_001,2026-06-19 09:07:00,34.54,40.48,22.07,4.69,3.63,20.92
KIT_001,2026-06-19 09:08:00,35.02,40.38,21.45,4.91,3.82,21.29
KIT_001,2026-06-19 09:09:00,35.11,39.91,22.04,5.0,3.67,20.89
KIT_001,2026-06-19 09:10:00,35.33,40.19,21.67,4.78,3.94,20.98
KIT_001,2026-06-19 09:11:00,35.49,40.6,21.46,4.84,3.88,20.93
KIT_001,2026-06-19 09:12:00,34.58,40.45,21.61,4.6,3.84,20.91
KIT_001,2026-06-19 09:13:00,34.66,40.53,21.49,4.59,4.4,20.97
KIT_001,2026-06-19 09:14:00,34.49,40.46,21.68,4.72,3.63,20.66
KIT_001,2026-06-19 09:15:00,34.84,40.83,21.43,4.58,3.89,20.46
KIT_001,2026-06-19 09:16:00,35.07,40.4,21.14,4.71,3.99,20.1
KIT_001,2026-06-19 09:17:00,35.25,40.2,21.44,5.27,3.65,20.51
KIT_001,2026-06-19 09:18:00,34.86,40.04,21.17,5.51,4.0,20.36
KIT_001,2026-06-19 09:19:00,34.77,40.37,21.45,5.49,3.77,20.14
KIT_001,2026-06-19 09:20:00,34.92,39.56,21.13,4.84,3.95,20.25
KIT_001,2026-06-19 09:21:00,34.57,40.22,21.24,4.9,3.82,20.37
KIT_001,2026-06-19 09:22:00,35.58,40.21,21.33,5.03,3.32,20.35
KIT_001,2026-06-19 09:23:00,34.28,39.85,21.22,5.44,4.15,19.61
KIT_001,2026-06-19 09:24:00,34.88,39.99,21.32,4.67,4.32,19.94
KIT_001,2026-06-19 09:25:00,35.51,40.52,21.42,5.18,3.74,20.32
KIT_001,2026-06-19 09:26:00,34.78,40.36,21.06,5.64,3.54,20.52
KIT_001,2026-06-19 09:27:00,34.69,40.33,21.29,5.49,4.12,19.96
KIT_001,2026-06-19 09:28:00,34.61,40.4,20.65,5.07,4.2,20.55
KIT_001,2026-06-19 09:29:00,34.65,40.34,21.38,5.05,3.66,19.91
KIT_001,2026-06-19 09:30:00,35.17,40.7,21.28,5.26,3.63,20.58
KIT_001,2026-06-19 09:31:00,33.9,40.37,21.15,5.31,3.65,20.26
KIT_001,2026-06-19 09:32:00,35.19,39.9,21.42,4.9,3.23,20.77
KIT_001,2026-06-19 09:33:00,34.13,40.84,21.6,4.93,3.56,20.3
KIT_001,2026-06-19 09:34:00,34.54,40.46,21.25,4.88,4.04,20.29
KIT_001,2026-06-19 09:35:00,34.49,40.17,21.13,4.72,3.55,20.29
KIT_001,2026-06-19 09:36:00,34.85,39.97,21.33,5.02,3.31,19.88
KIT_001,2026-06-19 09:37:00,34.09,40.46,21.0,5.03,3.67,19.78
KIT_001,2026-06-19 09:38:00,34.81,40.3,21.11,4.82,3.36,20.29
KIT_001,2026-06-19 09:39:00,35.36,40.81,21.46,5.33,3.49,20.36
KIT_001,2026-06-19 09:40:00,34.18,40.23,21.21,5.31,3.17,20.21
KIT_001,2026-06-19 09:41:00,34.73,40.08,20.79,5.4,3.2,19.7
KIT_001,2026-06-19 09:42:00,34.43,40.6,20.79,5.06,3.63,20.08
KIT_001,2026-06-19 09:43:00,34.82,40.61,21.15,4.78,3.45,19.66
KIT_001,2026-06-19 09:44:00,34.68,40.37,21.3,5.38,3.26,20.04
KIT_001,2026-06-19 09:45:00,34.45,40.51,20.81,5.09,3.52,20.26
KIT_001,2026-06-19 09:46:00,34.84,40.29,21.23,5.02,3.37,20.1
KIT_001,2026-06-19 09:47:00,35.31,40.36,21.41,4.92,3.36,20.41
KIT_001,2026-06-19 09:48:00,34.61,40.63,21.53,5.15,3.88,20.03
KIT_001,2026-06-19 09:49:00,34.93,40.46,21.23,5.6,3.82,20.05
KIT_001,2026-06-19 09:50:00,34.22,40.22,21.27,5.07,3.65,20.15
KIT_001,2026-06-19 09:51:00,34.34,40.66,20.75,4.91,3.73,19.83
KIT_001,2026-06-19 09:52:00,34.84,39.54,21.6,5.33,3.72,20.1
KIT_001,2026-06-19 09:53:00,35.2,40.86,21.07,5.2,3.88,20.16
KIT_001,2026-06-19 09:54:00,34.83,39.73,20.95,4.63,3.57,20.03
KIT_001,2026-06-19 09:55:00,34.61,40.05,21.03,5.32,3.99,20.04
KIT_001,2026-06-19 09:56:00,34.75,40.22,21.32,5.68,3.88,19.47
KIT_001,2026-06-19 09:57:00,34.33,40.19,21.41,4.49,3.73,19.42
KIT_001,2026-06-19 09:58:00,35.0,40.54,20.94,4.83,3.68,19.86
KIT_001,2026-06-19 09:59:00,35.12,39.92,21.05,4.42,4.02,18.94
KIT_001,2026-06-19 10:00:00,34.68,40.31,20.81,5.11,3.79,19.47
KIT_001,2026-06-19 10:01:00,34.69,40.06,20.53,5.37,3.66,19.09
KIT_001,2026-06-19 10:02:00,34.97,40.32,20.98,5.14,3.74,19.09
KIT_001,2026-06-19 10:03:00,34.75,40.21,20.51,5.46,4.04,19.3
KIT_001,2026-06-19 10:04:00,34.87,40.26,20.93,5.33,3.43,18.88
KIT_001,2026-06-19 10:05:00,35.63,40.07,20.88,5.55,3.73,19.07
KIT_001,2026-06-19 10:06:00,34.81,40.09,20.74,5.43,4.07,18.93
KIT_001,2026-06-19 10:07:00,34.77,40.33,20.98,5.05,3.74,18.89
KIT_001,2026-06-19 10:08:00,34.66,40.53,21.05,5.17,3.83,18.86
KIT_001,2026-06-19 10:09:00,35.15,40.07,20.56,4.95,4.02,19.1
KIT_001,2026-06-19 10:10:00,34.82,40.0,20.43,5.12,3.95,18.74
KIT_001,2026-06-19 10:11:00,34.66,40.45,20.22,5.2,3.6,18.64
KIT_001,2026-06-19 10:12:00,35.34,40.26,21.03,5.17,3.66,18.94
KIT_001,2026-06-19 10:13:00,35.38,40.52,20.49,5.54,3.91,18.98
KIT_001,2026-06-19 10:14:00,34.67,40.0,20.79,5.08,3.93,18.44
KIT_001,2026-06-19 10:15:00,34.23,39.74,20.4,4.88,3.69,18.87
KIT_001,2026-06-19 10:16:00,35.24,40.11,20.84,4.86,3.71,18.54
KIT_001,2026-06-19 10:17:00,34.65,40.04,20.38,5.2,3.81,18.98
KIT_001,2026-06-19 10:18:00,35.17,40.25,20.26,4.64,4.1,18.34
KIT_001,2026-06-19 10:19:00,34.21,40.08,20.44,4.9,4.04,19.25
KIT_001,2026-06-19 10:20:00,35.21,40.49,20.36,5.24,3.96,18.65
KIT_001,2026-06-19 10:21:00,34.48,40.18,20.57,4.95,3.53,18.49
KIT_001,2026-06-19 10:22:00,35.16,40.32,20.43,4.81,3.75,18.61
KIT_001,2026-06-19 10:23:00,34.91,40.32,20.55,4.78,3.77,18.8
KIT_001,2026-06-19 10:24:00,34.57,40.33,20.32,4.53,4.19,18.79
KIT_001,2026-06-19 10:25:00,34.75,40.27,20.21,4.56,3.77,18.41
KIT_001,2026-06-19 10:26:00,35.12,40.43,20.18,4.72,4.15,18.02
KIT_001,2026-06-19 10:27:00,34.9,40.04,20.67,4.83,3.7,17.99
KIT_001,2026-06-19 10:28:00,35.06,40.7,20.27,5.0,3.72,18.27
KIT_001,2026-06-19 10:29:00,35.54,40.21,19.78,4.78,3.96,18.36
